borrower_id,credit_score,annual_income,employment_length,dti,loan_amount,term,interest_rate,loan_purpose,home_ownership,default_status
2774,586,122020,9,38.9%,25390,60m,6.23%,small_business,rent,1
2775,715,56182,6,12.0%,28076,60m,8.08%,debt_consolidation,rent,0
2776,771,136136,0,7.1%,7546,60m,9.39%,home_improvement,rent,0
2777,686,20570,35,38.7%,23280,36m,21.33%,debt_consolidation,mortgage,1
2778,775,117790,20,24.2%,34953,60m,19.68%,wedding,rent,0
2779,602,39288,36,32.9%,23037,60m,8.87%,small_business,mortgage,1
2780,721,98824,23,6.5%,42576,36m,10.53%,credit_card,rent,1
2781,648,49877,24,24.8%,30564,60m,23.89%,medical,rent,1
2782,793,104425,6,18.9%,35597,60m,6.72%,home_improvement,mortgage,0
2783,799,20917,16,32.0%,21903,60m,15.95%,home_improvement,rent,0
2784,635,95602,28,6.3%,32806,36m,15.44%,debt_consolidation,mortgage,1
2785,657,115040,29,19.1%,48328,60m,19.51%,debt_consolidation,mortgage,1
2786,573,84575,6,33.0%,26392,36m,10.23%,debt_consolidation,rent,1
2787,630,92518,32,23.3%,30087,60m,23.7%,small_business,own,1
2788,751,142115,6,24.3%,46288,60m,13.21%,home_improvement,mortgage,0
2789,707,59104,23,8.4%,46308,60m,10.71%,debt_consolidation,mortgage,0
2790,669,38062,10,9.6%,24293,36m,11.74%,wedding,own,0
2791,608,36999,8,28.7%,12677,60m,11.97%,car,rent,1
2792,787,81845,11,28.6%,14803,36m,8.98%,small_business,rent,1
2793,764,29941,34,39.3%,48656,60m,23.56%,small_business,mortgage,0
2794,677,81169,3,29.9%,48002,60m,8.5%,car,mortgage,1
2795,773,43470,35,22.3%,3225,36m,22.66%,car,rent,0
2796,758,149744,27,35.0%,7774,36m,13.1%,small_business,rent,0
2797,663,130684,12,8.7%,15043,60m,10.39%,home_improvement,mortgage,1
2798,664,79821,22,20.7%,18163,36m,8.97%,debt_consolidation,rent,1
2799,758,106669,18,15.0%,4844,60m,15.09%,wedding,rent,0
2800,563,138193,36,8.7%,9347,36m,18.39%,credit_card,rent,1
2801,558,64435,38,31.7%,22804,36m,22.96%,debt_consolidation,mortgage,1
2802,589,24529,23,22.9%,38764,60m,18.05%,home_improvement,rent,1
2803,743,103055,15,24.5%,29246,60m,14.67%,car,mortgage,0
2804,786,32192,32,19.4%,44458,36m,5.67%,home_improvement,own,0
2805,574,94102,11,21.1%,3688,60m,23.31%,debt_consolidation,mortgage,1
2806,652,92762,33,9.1%,49055,36m,23.05%,wedding,own,1
2807,750,123466,6,28.6%,19251,60m,12.57%,home_improvement,mortgage,0
2808,795,134894,10,20.1%,14504,36m,5.58%,credit_card,mortgage,0
2809,571,106795,30,33.6%,41720,36m,19.67%,home_improvement,rent,1
2810,784,54087,28,11.9%,29584,36m,20.83%,medical,rent,0
2811,787,86677,12,12.2%,46484,36m,15.85%,home_improvement,rent,0
2812,553,24627,30,27.6%,40852,36m,13.06%,debt_consolidation,rent,1
2813,703,76541,1,34.6%,15219,36m,22.02%,medical,own,1
2814,735,132805,38,21.5%,44972,60m,8.85%,car,own,0
2815,578,88226,14,30.4%,26815,36m,13.79%,debt_consolidation,rent,1
2816,658,125627,10,40.0%,26623,36m,5.49%,small_business,mortgage,1
2817,647,23255,33,39.7%,38817,60m,8.28%,credit_card,mortgage,1
2818,764,77433,38,31.1%,5457,36m,23.82%,home_improvement,mortgage,0
2819,586,25213,3,30.9%,29855,36m,16.56%,home_improvement,mortgage,1
2820,624,122412,10,13.7%,38258,36m,21.11%,debt_consolidation,rent,1
2821,619,39404,28,34.2%,17470,36m,14.73%,home_improvement,mortgage,1
2822,695,136545,1,19.2%,47930,36m,21.7%,home_improvement,mortgage,0
2823,677,45380,15,38.7%,20281,36m,15.78%,car,mortgage,1
2824,634,111056,38,7.8%,13728,60m,5.09%,home_improvement,mortgage,1
2825,591,39173,12,20.3%,47680,36m,22.99%,home_improvement,own,1
2826,649,148833,36,24.5%,40723,36m,7.97%,car,own,1
2827,590,73027,16,19.2%,12162,36m,14.01%,small_business,mortgage,1
2828,715,43989,20,12.4%,31272,36m,14.53%,home_improvement,rent,0
2829,583,128106,18,25.8%,37488,36m,5.94%,small_business,mortgage,1
2830,566,44519,6,31.5%,45341,60m,6.06%,car,mortgage,1
2831,714,145803,37,27.6%,13338,60m,20.25%,credit_card,rent,1
2832,702,42439,7,13.2%,24296,60m,11.01%,home_improvement,mortgage,1
2833,779,138570,12,30.6%,13675,36m,13.19%,debt_consolidation,rent,0
2834,671,96949,36,14.0%,26070,60m,16.28%,medical,rent,0
2835,625,34995,1,11.1%,22080,36m,12.47%,credit_card,rent,1
2836,636,43559,10,29.2%,49139,36m,20.5%,home_improvement,rent,1
2837,666,148028,23,34.5%,15936,36m,22.69%,debt_consolidation,mortgage,1
2838,655,130887,5,21.9%,12019,60m,6.19%,medical,own,1
2839,635,109049,25,23.6%,43182,36m,17.71%,car,mortgage,1
2840,762,25021,6,15.6%,3746,60m,11.35%,home_improvement,mortgage,0
2841,576,118000,38,22.3%,24768,60m,16.67%,wedding,mortgage,1
2842,606,41119,18,9.6%,10325,36m,14.68%,small_business,rent,1
2843,580,71539,5,38.5%,46763,60m,11.67%,small_business,rent,1
2844,683,114835,28,33.0%,6486,36m,6.9%,car,rent,1
2845,768,59350,38,28.4%,18485,36m,16.19%,credit_card,mortgage,0
2846,717,66223,1,23.8%,16328,36m,7.26%,small_business,mortgage,1
2847,647,45517,18,32.7%,21112,60m,8.12%,medical,rent,1
2848,561,98653,3,22.3%,46001,36m,24.64%,small_business,mortgage,1
2849,786,42250,5,15.5%,34280,60m,11.33%,wedding,own,0
2850,798,104486,36,10.6%,28576,60m,16.69%,wedding,rent,0
2851,602,102895,27,27.7%,44528,60m,10.44%,medical,mortgage,1
2852,748,109132,29,37.5%,17702,36m,22.31%,small_business,rent,0
2853,687,111066,6,10.4%,23320,36m,10.67%,car,mortgage,1
2854,722,86798,8,11.3%,20437,36m,12.34%,car,mortgage,0
2855,694,74199,24,20.2%,2193,60m,17.17%,small_business,mortgage,1
2856,703,143823,32,33.2%,27317,60m,22.4%,wedding,mortgage,0
2857,762,79546,0,15.3%,30482,60m,21.32%,credit_card,mortgage,1
2858,769,148180,5,13.9%,21343,36m,10.28%,debt_consolidation,rent,0
2859,739,125686,17,26.7%,31144,36m,21.59%,wedding,rent,0
2860,671,108151,9,23.7%,13612,60m,19.02%,small_business,mortgage,1
2861,595,23327,27,7.1%,21307,36m,24.8%,wedding,rent,1
2862,613,140318,10,7.9%,21623,36m,23.71%,wedding,rent,1
2863,679,49768,32,27.5%,22249,60m,15.66%,home_improvement,rent,1
2864,603,84418,0,21.3%,10229,36m,20.0%,debt_consolidation,rent,1
2865,656,114386,12,39.0%,28274,36m,16.4%,wedding,rent,1
2866,742,136947,36,28.7%,39334,36m,16.9%,small_business,mortgage,0
2867,600,62788,19,5.4%,8595,36m,7.03%,wedding,rent,1
2868,730,135945,0,21.8%,30602,60m,5.04%,medical,mortgage,0
2869,585,102384,2,19.5%,40377,36m,5.96%,home_improvement,mortgage,1
2870,664,66830,17,8.7%,39876,60m,24.33%,credit_card,own,1
2871,575,72446,13,37.3%,36551,36m,7.53%,debt_consolidation,mortgage,1
2872,578,125078,30,33.2%,44926,36m,5.89%,debt_consolidation,own,1
2873,698,35160,26,13.1%,26678,36m,11.19%,home_improvement,rent,0
2874,560,76583,16,14.0%,24214,36m,16.76%,credit_card,mortgage,1
2875,589,53998,28,6.1%,40599,60m,23.97%,wedding,rent,1
2876,560,47230,35,15.4%,34809,60m,19.0%,small_business,mortgage,1
2877,713,29076,36,25.5%,45954,36m,10.53%,credit_card,rent,0
2878,662,89341,25,19.7%,29794,36m,23.78%,small_business,rent,1
2879,736,51085,16,38.9%,24593,60m,5.72%,debt_consolidation,rent,0
2880,588,75571,21,7.0%,30864,36m,24.58%,wedding,own,1
2881,781,34715,24,25.7%,46329,36m,6.17%,small_business,rent,0
2882,776,148308,1,35.0%,44636,36m,20.08%,debt_consolidation,mortgage,1
2883,603,25750,21,21.8%,5689,60m,5.91%,car,own,1
2884,647,133931,4,5.1%,42363,36m,23.63%,home_improvement,rent,0
2885,604,98768,3,13.5%,16687,36m,7.17%,wedding,own,1
2886,660,138544,35,16.3%,22381,60m,6.01%,credit_card,rent,1
2887,701,55903,5,38.8%,35093,60m,22.79%,medical,own,1
2888,795,92489,20,36.9%,25589,36m,6.92%,home_improvement,own,1
2889,699,52093,12,38.2%,3120,36m,20.96%,small_business,own,1
2890,618,111036,36,33.9%,18491,36m,19.94%,car,mortgage,1
2891,605,107954,24,17.3%,45638,36m,16.98%,home_improvement,own,1
2892,582,139277,25,36.7%,41062,36m,12.56%,debt_consolidation,rent,1
2893,799,54314,38,39.4%,7193,36m,23.31%,home_improvement,mortgage,1
2894,585,68225,19,17.3%,25608,60m,22.42%,wedding,rent,1
2895,788,107985,32,14.1%,17213,60m,13.52%,small_business,rent,1
2896,697,103014,13,24.1%,16230,36m,9.63%,home_improvement,mortgage,0
2897,760,55179,35,11.6%,20423,60m,10.45%,wedding,rent,0
2898,776,137305,16,6.1%,19187,36m,9.41%,home_improvement,own,0
2899,793,132417,20,38.1%,12040,36m,15.83%,small_business,mortgage,0
2900,784,45338,15,37.4%,2766,60m,22.37%,medical,own,1
2901,630,112435,15,10.7%,31949,60m,20.47%,car,own,1
2902,739,89681,19,19.3%,48464,36m,20.91%,home_improvement,mortgage,0
2903,658,52101,28,34.1%,5527,36m,13.97%,home_improvement,rent,1
2904,784,22775,27,28.1%,13021,36m,11.45%,medical,mortgage,0
2905,775,131497,7,18.8%,19872,36m,20.15%,credit_card,rent,0
2906,750,117183,23,31.0%,38897,60m,20.87%,home_improvement,rent,0
2907,703,65619,2,36.4%,13758,36m,18.91%,wedding,rent,0
2908,743,65838,24,37.4%,20757,36m,5.64%,small_business,mortgage,0
2909,794,141316,18,18.3%,27412,36m,16.79%,wedding,rent,0
2910,622,39539,32,11.1%,16312,36m,11.94%,small_business,mortgage,1
2911,750,122274,1,36.9%,24119,60m,8.92%,home_improvement,mortgage,0
2912,589,77124,14,8.2%,13804,60m,18.89%,credit_card,rent,1
2913,566,85149,21,30.3%,48545,36m,10.37%,small_business,mortgage,1
2914,678,46616,9,9.9%,12983,36m,23.26%,wedding,mortgage,1
2915,766,99655,17,18.6%,31999,36m,10.96%,wedding,own,1
2916,610,110695,21,19.4%,32557,36m,16.1%,home_improvement,rent,1
2917,720,74567,26,10.6%,41758,36m,21.56%,home_improvement,mortgage,1
2918,653,57099,12,37.3%,30788,36m,13.04%,home_improvement,mortgage,1
2919,591,95831,32,5.1%,33950,36m,21.57%,car,own,1
2920,574,120246,4,36.3%,5983,36m,19.47%,small_business,mortgage,1
2921,588,81799,25,35.9%,5768,60m,23.42%,debt_consolidation,mortgage,1
2922,584,140714,12,16.1%,3504,36m,11.52%,car,rent,1
2923,680,110221,26,29.6%,4450,60m,7.1%,credit_card,rent,1
2924,791,134879,13,13.8%,13236,36m,13.61%,car,rent,0
2925,778,45479,23,31.6%,10002,60m,20.72%,wedding,mortgage,0
2926,657,66172,2,24.6%,11891,36m,14.01%,car,mortgage,1
2927,721,119165,29,15.5%,40787,60m,10.24%,medical,rent,0
2928,728,75863,34,19.0%,15898,36m,5.55%,credit_card,mortgage,1
2929,771,62043,13,29.1%,12472,60m,11.26%,credit_card,rent,0
2930,651,102569,11,36.7%,17264,60m,19.27%,credit_card,mortgage,1
2931,647,122438,27,9.6%,19691,36m,7.95%,car,own,1
2932,561,130107,28,25.0%,45487,36m,11.82%,credit_card,own,1
2933,568,35408,16,13.9%,34632,60m,5.4%,small_business,rent,1
2934,650,142275,39,33.0%,35743,60m,19.44%,medical,mortgage,1
2935,593,77980,20,7.5%,45016,60m,22.61%,home_improvement,own,1
2936,736,102956,22,29.1%,15002,60m,16.37%,car,mortgage,0
2937,598,36351,19,11.1%,48981,60m,5.52%,home_improvement,rent,1
2938,738,24131,10,25.9%,45386,36m,9.35%,home_improvement,mortgage,0
2939,566,136836,33,34.2%,30250,36m,13.77%,car,mortgage,1
2940,623,64825,9,31.4%,45388,36m,16.75%,small_business,rent,1
2941,606,31349,9,31.4%,23323,60m,14.93%,car,rent,1
2942,604,80931,5,23.1%,5733,36m,23.32%,credit_card,mortgage,1
2943,790,64254,35,36.2%,43319,36m,23.77%,medical,own,0
2944,596,58225,23,25.6%,4223,36m,7.14%,car,own,1
2945,561,124383,11,37.1%,18868,60m,7.77%,home_improvement,rent,1
2946,611,32453,22,24.1%,36196,36m,12.16%,car,mortgage,1
2947,629,38814,26,22.7%,4080,36m,13.42%,medical,rent,1
2948,765,38263,36,12.8%,15776,36m,16.72%,debt_consolidation,own,1
2949,632,97694,5,24.1%,2695,36m,20.46%,small_business,rent,1
2950,557,35735,0,9.9%,34969,60m,7.72%,home_improvement,rent,1
2951,772,35830,5,35.4%,14049,36m,21.05%,debt_consolidation,rent,0
2952,698,67893,21,28.7%,17628,60m,17.2%,debt_consolidation,mortgage,1
2953,630,64673,23,39.8%,10265,36m,24.62%,wedding,rent,1
2954,764,147006,24,8.2%,26671,36m,18.02%,medical,mortgage,0
2955,778,109462,14,13.4%,14460,36m,19.32%,small_business,mortgage,0
2956,667,65066,25,35.7%,5477,36m,8.9%,car,mortgage,1
2957,757,120315,7,18.8%,4202,36m,20.38%,debt_consolidation,rent,1
2958,747,23373,23,21.3%,25874,36m,6.59%,wedding,rent,1
2959,749,30335,37,35.1%,49392,60m,18.13%,credit_card,rent,0
2960,574,43741,5,23.3%,43217,60m,6.11%,car,mortgage,1
2961,759,30692,34,11.8%,13850,60m,7.3%,small_business,mortgage,0
2962,638,67295,0,36.2%,41085,60m,7.16%,home_improvement,rent,1
2963,561,65541,35,6.1%,22809,36m,6.05%,car,mortgage,1
2964,692,54057,11,36.3%,7350,36m,11.42%,medical,rent,1
2965,608,86983,37,6.8%,4806,36m,24.89%,wedding,mortgage,1
2966,703,39583,10,28.3%,9163,36m,11.96%,medical,own,1
2967,782,42765,11,7.5%,30832,60m,20.22%,home_improvement,rent,0
2968,658,79287,38,29.7%,2185,60m,7.65%,home_improvement,mortgage,1
2969,575,43906,6,6.2%,42838,60m,14.09%,home_improvement,mortgage,1
2970,596,140747,10,34.5%,26718,60m,8.7%,wedding,mortgage,1
2971,581,105103,35,21.3%,13545,36m,8.84%,wedding,mortgage,1
2972,559,99675,30,8.3%,27215,36m,6.99%,medical,mortgage,1
2973,565,66525,32,29.7%,30325,36m,13.64%,small_business,rent,1
2974,748,58230,12,22.1%,20458,60m,6.51%,wedding,mortgage,0
2975,694,137904,17,11.7%,18006,60m,23.2%,small_business,mortgage,0
2976,700,39520,23,5.5%,30544,36m,13.96%,wedding,own,0
2977,575,105238,8,19.6%,34969,36m,21.77%,car,mortgage,1
2978,762,71934,30,8.0%,13284,36m,24.59%,debt_consolidation,rent,1
2979,635,45566,9,8.3%,40478,36m,18.56%,debt_consolidation,mortgage,1
2980,799,93193,1,14.4%,29655,60m,23.03%,credit_card,mortgage,0
2981,684,123224,37,27.1%,31143,36m,7.71%,medical,mortgage,0
2982,563,50134,14,23.5%,17698,36m,21.6%,home_improvement,own,1
2983,628,30345,2,7.4%,36870,36m,10.42%,small_business,own,1
2984,666,141012,30,38.9%,11102,60m,14.45%,wedding,rent,1
2985,556,141015,5,36.1%,3571,36m,17.93%,car,rent,1
2986,686,61185,2,14.1%,39893,60m,23.07%,small_business,mortgage,0
2987,664,135464,10,9.3%,41465,36m,23.22%,medical,mortgage,1
2988,725,112949,14,38.0%,23553,36m,6.84%,credit_card,mortgage,0
2989,621,90744,27,21.1%,20543,36m,12.29%,small_business,mortgage,1
2990,791,53455,9,15.9%,30901,60m,20.86%,debt_consolidation,mortgage,0
2991,608,135217,37,22.2%,16034,60m,19.06%,car,rent,1
2992,764,48018,6,32.0%,29120,36m,5.53%,debt_consolidation,mortgage,0
2993,770,74219,14,10.9%,3329,36m,14.0%,car,rent,0
2994,631,65991,17,31.9%,43420,60m,21.59%,home_improvement,mortgage,1
2995,772,93616,17,31.2%,27382,60m,19.75%,car,own,0
2996,771,107438,23,23.9%,5699,36m,13.24%,wedding,rent,0
2997,665,136841,1,35.3%,40795,36m,19.7%,home_improvement,rent,1
2998,716,29486,39,9.6%,12667,60m,16.02%,medical,rent,1
2999,776,58862,19,25.8%,39591,36m,23.25%,debt_consolidation,rent,0
3000,695,141662,33,20.7%,44115,60m,16.74%,car,rent,0
3001,736,78870,25,19.8%,25459,60m,13.01%,car,mortgage,0
3002,783,106694,6,13.8%,8959,36m,22.26%,credit_card,mortgage,0
3003,652,125996,37,18.0%,31581,60m,6.0%,debt_consolidation,rent,1
3004,566,63856,29,8.8%,48384,36m,23.01%,medical,mortgage,1
3005,563,121407,4,13.8%,8210,60m,18.93%,home_improvement,own,1
3006,708,120744,10,14.5%,14517,60m,23.81%,medical,rent,1
3007,701,106055,0,30.2%,14620,36m,10.01%,credit_card,own,1
3008,776,51379,33,6.7%,38744,60m,18.9%,medical,rent,0
3009,657,84729,0,27.8%,24804,60m,21.19%,home_improvement,rent,1
3010,737,48378,18,12.7%,32568,60m,19.04%,debt_consolidation,mortgage,0
3011,594,125428,1,7.9%,19991,36m,9.21%,small_business,rent,1
3012,647,74353,20,15.5%,10912,36m,10.51%,credit_card,rent,1
3013,680,69996,19,12.9%,34527,60m,16.33%,wedding,rent,1
3014,586,34031,22,24.3%,32863,60m,13.94%,car,own,1
3015,720,100072,20,17.5%,46827,36m,19.7%,car,rent,0
3016,717,85982,23,38.8%,35458,36m,12.57%,debt_consolidation,mortgage,0
3017,767,56683,3,38.7%,22407,36m,22.19%,small_business,mortgage,1
3018,732,134091,11,20.5%,14344,36m,13.64%,medical,rent,1
3019,764,137797,21,32.8%,38205,60m,5.8%,wedding,rent,1
3020,657,37618,19,5.5%,4355,60m,5.35%,wedding,rent,1
3021,588,26587,17,24.2%,32893,60m,17.93%,car,rent,1
3022,564,82790,0,31.0%,2749,60m,15.81%,credit_card,rent,1
3023,669,51480,29,12.6%,21435,36m,15.85%,small_business,rent,1
3024,790,118530,32,7.1%,47733,60m,20.8%,home_improvement,rent,0
3025,553,40527,23,10.5%,47615,60m,12.51%,wedding,rent,1
3026,642,43569,13,20.5%,40526,60m,24.91%,medical,mortgage,1
3027,763,31151,35,22.7%,20088,36m,23.91%,small_business,rent,1
3028,702,91094,4,18.3%,46405,36m,5.26%,wedding,own,1
3029,690,79174,10,20.4%,40842,36m,22.91%,home_improvement,rent,1
3030,759,64739,23,21.5%,48146,36m,18.61%,small_business,mortgage,0
3031,710,52954,30,31.9%,26403,36m,15.04%,small_business,own,0
3032,565,132984,12,8.7%,49297,60m,16.65%,medical,rent,1
3033,786,132863,15,31.9%,40042,60m,21.84%,credit_card,mortgage,0
3034,719,129373,23,29.1%,48775,36m,24.02%,home_improvement,mortgage,1
3035,657,55303,12,31.0%,41177,36m,16.21%,credit_card,own,1
3036,675,54700,23,30.7%,41056,60m,8.63%,home_improvement,mortgage,1
3037,743,113036,25,21.5%,24713,36m,17.8%,wedding,rent,0
3038,604,143728,1,12.4%,2885,36m,6.52%,wedding,mortgage,1
3039,776,87568,15,23.8%,35632,36m,17.7%,medical,mortgage,0
3040,719,86788,37,38.5%,41685,36m,21.17%,credit_card,rent,1
3041,583,91045,0,25.6%,13686,36m,12.07%,wedding,mortgage,1
3042,707,57842,10,5.4%,5054,60m,6.42%,medical,mortgage,0
3043,796,33900,34,7.1%,10977,60m,18.84%,small_business,rent,0
3044,562,147992,28,39.8%,27032,60m,11.79%,small_business,own,1
3045,690,100059,36,7.5%,10536,36m,9.98%,medical,rent,0
3046,567,21881,16,6.6%,17070,36m,18.78%,home_improvement,mortgage,1
3047,709,53037,38,17.4%,18937,60m,24.39%,wedding,rent,1
3048,645,21630,27,38.9%,23500,60m,19.91%,small_business,own,1
3049,776,40789,28,16.2%,42451,36m,14.83%,home_improvement,mortgage,0
3050,672,146083,2,19.3%,12011,36m,17.01%,credit_card,mortgage,1
3051,588,108059,9,27.2%,10896,60m,7.85%,car,own,1
3052,595,103494,13,5.8%,31799,36m,21.26%,small_business,rent,1
3053,793,66151,11,36.4%,16582,36m,17.09%,small_business,rent,0
3054,578,68920,29,23.2%,41958,36m,24.32%,debt_consolidation,mortgage,1
3055,739,129388,31,21.3%,43912,36m,24.59%,home_improvement,mortgage,0
3056,790,87231,31,35.1%,2814,36m,12.09%,medical,mortgage,0
3057,770,137946,31,38.4%,11740,36m,24.77%,debt_consolidation,mortgage,0
3058,611,100357,25,19.8%,26719,36m,24.14%,credit_card,mortgage,1
3059,794,23262,0,11.0%,37545,60m,17.8%,debt_consolidation,rent,0
3060,785,86981,1,33.5%,22150,60m,11.67%,debt_consolidation,own,0
3061,734,140951,16,19.1%,6958,36m,20.07%,car,mortgage,0
3062,565,143099,29,37.7%,5825,60m,10.42%,car,own,1
3063,733,101972,38,38.2%,16800,36m,17.6%,debt_consolidation,own,1
3064,785,95485,6,9.0%,11999,36m,5.49%,car,rent,0
3065,788,74722,26,38.5%,22854,36m,17.57%,wedding,mortgage,1
3066,670,109499,8,17.9%,47732,60m,24.03%,car,rent,1
3067,559,70818,21,27.6%,29315,36m,9.7%,debt_consolidation,own,1
3068,707,49932,33,6.2%,41540,36m,20.56%,home_improvement,mortgage,1
3069,702,26901,0,36.1%,11481,60m,10.87%,car,rent,1
3070,652,137473,8,27.5%,19246,36m,19.16%,debt_consolidation,own,1
3071,633,119023,19,27.5%,24601,60m,19.0%,home_improvement,mortgage,1
3072,682,28597,18,36.6%,12677,60m,8.69%,small_business,own,1
3073,614,149631,35,22.8%,31552,60m,16.94%,car,rent,1
3074,771,83909,39,19.4%,24322,36m,22.18%,debt_consolidation,own,1
3075,726,92391,3,35.3%,4355,36m,12.65%,car,mortgage,0
3076,552,104214,8,31.0%,11157,60m,19.21%,home_improvement,mortgage,1
3077,722,28263,21,38.2%,37163,60m,18.49%,wedding,own,0
3078,691,83293,17,37.9%,27914,60m,10.15%,debt_consolidation,mortgage,1
3079,669,132824,11,18.4%,35292,36m,23.37%,home_improvement,mortgage,1
3080,707,144933,38,20.6%,2561,36m,16.27%,small_business,rent,1
3081,791,45805,8,14.0%,10167,36m,12.11%,medical,own,0
3082,617,111679,5,28.1%,18184,36m,8.29%,credit_card,mortgage,1
3083,695,31874,18,17.8%,26497,36m,14.47%,wedding,own,0
3084,739,113065,6,32.5%,25800,36m,19.6%,medical,rent,0
3085,586,106402,15,9.3%,39432,36m,17.47%,car,rent,1
3086,702,34079,4,9.1%,3205,36m,19.54%,home_improvement,rent,0
3087,725,69850,15,12.2%,14039,36m,20.84%,debt_consolidation,mortgage,0
3088,742,92779,0,8.0%,47161,36m,13.82%,wedding,rent,0
3089,730,115408,36,26.7%,37006,36m,15.4%,home_improvement,rent,1
3090,787,29018,38,10.2%,19544,36m,24.73%,car,mortgage,0
3091,756,140606,18,10.6%,14987,36m,24.36%,debt_consolidation,rent,0
3092,622,69500,36,5.5%,7239,36m,13.3%,wedding,own,1
3093,692,140062,16,32.4%,46785,60m,18.7%,medical,mortgage,1
3094,598,32100,25,33.4%,25358,36m,10.35%,home_improvement,own,1
3095,670,77021,21,10.7%,19138,60m,8.05%,credit_card,rent,1
3096,637,134995,7,30.9%,24984,60m,20.37%,wedding,rent,1
3097,745,39800,32,20.2%,30428,60m,13.72%,small_business,rent,1
3098,689,148126,1,13.4%,11096,36m,8.54%,small_business,mortgage,1
3099,736,83400,29,26.7%,49582,36m,20.18%,car,rent,0
3100,799,112446,19,11.2%,26536,60m,23.3%,car,rent,0
3101,586,49437,17,31.5%,48059,60m,23.67%,home_improvement,own,1
3102,610,123124,9,6.7%,4621,60m,16.93%,medical,rent,1
3103,778,96537,23,38.6%,37958,36m,14.59%,medical,mortgage,0
3104,720,66675,3,7.5%,5948,60m,7.84%,credit_card,mortgage,0
3105,673,39942,36,25.3%,3287,60m,20.86%,credit_card,rent,1
3106,747,40862,3,36.6%,25902,60m,23.91%,home_improvement,mortgage,0
3107,588,31669,12,5.4%,49358,36m,22.79%,debt_consolidation,mortgage,1
3108,733,141219,24,22.4%,23164,36m,20.04%,medical,rent,0
3109,612,73772,12,17.3%,17668,36m,5.09%,wedding,rent,1
3110,595,35916,17,25.3%,3772,36m,13.16%,wedding,own,1
3111,637,30878,23,12.9%,34238,60m,13.21%,wedding,rent,1
3112,560,22985,1,7.3%,40968,60m,22.89%,debt_consolidation,mortgage,1
3113,611,117905,32,26.9%,17762,60m,6.31%,debt_consolidation,mortgage,1
3114,626,93648,18,19.6%,37906,36m,15.62%,home_improvement,rent,1
3115,775,61235,8,26.8%,9213,60m,7.72%,credit_card,own,0
3116,702,38931,27,12.4%,16941,36m,18.25%,debt_consolidation,rent,0
3117,748,112876,34,16.9%,32345,60m,20.85%,home_improvement,rent,1
3118,601,20336,38,24.7%,37184,60m,17.84%,credit_card,mortgage,1
3119,553,62933,9,25.8%,17964,36m,20.89%,debt_consolidation,rent,1
3120,608,104899,0,18.0%,28855,36m,17.15%,debt_consolidation,mortgage,1
3121,621,65536,20,14.8%,19968,36m,8.8%,wedding,own,1
3122,697,89504,8,14.6%,3046,36m,12.65%,credit_card,rent,1
3123,642,119214,14,11.1%,16909,60m,24.14%,small_business,rent,1
3124,612,71148,34,16.4%,15578,36m,10.76%,credit_card,rent,1
3125,603,133936,4,12.0%,25368,36m,6.26%,car,own,1
3126,666,36279,21,27.2%,30599,36m,12.7%,wedding,rent,1
3127,792,88665,22,24.9%,7719,60m,12.33%,car,rent,0
